sbjnum;date;upm1a;a4;soct2;idio2;np1;cp4a;cp6;cp7;cp8;cp13;colcp8a;colcp8b;colcp8c;it1;l1;prot3;jc10;jc13;jc15a;jc16a;vic1ext;aoj1;aoj21;aoj11;aoj12;colaoj21a;colaoj21b;wc1;wc1t;wc3;wc3t;wc2;wc2t;colwc8;colwc8t;colwc9;colwc9t;colwc4a;colwc4b;colwc4d;colwc4e;colwc4g;colwc4c;colwc4f;colwc4_88;colwc4_98;collt5;collt6;colpaz1a;colpaz6a;colpaz6c;b0;b1;b2;b3;b4;b6;b10a;b12;b13;b18;colb60n;b21;b21a;b31;b32;b37;b47a;b50;b20;b33;b17;colb61;b3polx;b20b;b15;colb67;b3milx;colpropaz1b;colrecon19b;colrecon19c;colrecon20b;colrecon20c;colpropaz1cn;colvb27a;colvb27b;colvb27c;colvb27d;colvb27e;colvb27f;colvb27g;colvb27h;m1;sd2new2;sd2expec;sd3new2;sd3expec;sd6new2;sd6expec;colsd8new2;infrax;ros1;ros4;redist1;redist2;redist3;ing4;eff1;eff2;pn4;colpropaz13c;colpropaz13j;colpact16a;colpropaz13k;colpropaz13m;colpact16b;colpact20;colpact11;colpact1;colpact17a;colpact18a;colpact10;colpact19;colpact17b;colpact18b;colind1a;colcamp1a;colafro1a;colwom2a;coldvw4;coldvw5;coldvw6;coldvw7;colprotmuj2;coldvw9;coldvw10;coldvw11_1;coldvw11_2;coldvw11_3;coldvw11_4;coldvw11_5;coldvw11_6;coldvw11_7;coldvw11_88;coldvw11_98;d1;d2;d3;d4;d5;d6;colespa2a;colideol4b;colideol4c;colideol4d;colideol4g;colrecon6;colrecon18;colrecon7n;coldis35f;exc2;exc6;exc11a;exc11;exc13a;exc13;exc14a;exc14;exc15a;exc15;exc16a;exc16;exc18;exc7;exc7new;inf1;vb2;vb3n;vb2v;vb3n2;vb10;vb11;pol1;vb20;clien1na;vb50;vb51;vb52;vb58;w14a;mil10a;mil10e;dis13n;dis12n;coldis18n;dis11n;dis12xn;coldis17n;coldislugar;wf1;cct1b;ed;q3cn;q5b;colocup4a;ocupoit;ocup1a;formal;q10g;q10new;q14;q10e;q11n;q12c;q12bn;q12;etid;gi0n;www1n;smedia1;smedia2;smedia3;smedia4;smedia5;smedia6;smedia7;smedia8;smedia9;gi1;gix4;gi4;colgi8;r3;r4;r4a;r5;r6;r7;r8;r12;r14;r15;r18;r1;r16;formatq;colorr;conocim;iarea1;iarea2;iarea3;sexi;colori;colestsoc_col;q1;q2;country;estratopri;municipio;prov_code;upm;ur;year;municipio_desc;estratosec;tamano;q_38;q_54;q_58;q_67;q_86;q_110;q_125;q_162;q_197;q_208;q_221;q_227;q_271;q_316;q_320;aoj21_answer_order;colaoj21a_answer_order;colaoj21b_answer_order;b20b_b15_colb67_order;colvb27_questions_order;redist_questions_order;colpropaz13c_j_order;colpropaz13k_m_order;s_236_7;duration;wt
73504743;11-Sep-18;9;5;2;2;2;2;4;4;4;4;4;.c;.c;4;5;2;2;.c;2;.c;2;.c;6;4;1;3;.c;2;.c;1;2;1;2;2;.c;2;.c;1;2;2;2;2;2;2;2;2;2;.c;2;1;.c;3;3;6;3;4;4;4;4;4;3;3;3;3;3;3;5;5;3;.c;.c;.c;.c;.c;6;2;2;4;5;7;7;.c;.c;7;1;1;1;1;1;1;1;1;2;2;.c;3;3;4;.c;3;3;2;7;7;1;4;4;1;5;2;5;5;5;.c;.c;.c;4;.c;.c;.c;.c;6;6;5;7;.c;.c;4;1;3;4;6;.c;.c;.c;3;0;0;0;0;0;0;1;0;0;6;7;4;6;1;1;1;1;4;5;4;3;3;3;0;0;0;0;.c;1;0;0;.c;1;0;0;.c;0;.c;4;1;2;.c;2;.c;2;.c;4;1;2;2;3;3;2;1;4;.c;.c;.c;.c;1;2;1;3;2;2;11;2;1;1;5;2;1;11;11;2;3;2;6;4;3;1;2;1;1;1;1;2;.c;.c;1;1;5;1;.a;1;.a;1;0;1;0;0;0;1;1;1;0;1;1;0;4;1;2;2;1;1;1;4;2;1;30;8;812;811001;11;1100116;1;2018;68;1;2;1;1;1;1;1;2;1;1;1;2;2;1;2;1;2;1419;223;.c;4;1354;4;1;.c;374;1120;0,800000012
73508198;11-Sep-18;2;23;2;2;2;2;4;.a;4;4;4;.c;.c;3;1;1;2;.c;2;.c;2;.c;4;1;4;.c;5;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;1;.c;5;4;1;2;4;4;3;5;1;4;2;1;4;5;7;7;3;4;.c;.c;.c;.c;.c;2;5;1;4;7;.a;7;.c;.c;7;4;5;2;5;3;2;3;2;2;2;.c;2;2;2;.c;2;2;4;7;7;7;3;7;3;4;3;5;4;3;.c;.c;.c;6;5;3;2;3;.c;.c;.c;.c;4;5;.c;3;7;2;5;.c;.c;.c;.a;0;0;0;0;0;0;1;0;0;4;7;8;5;1;1;4;2;1;5;2;2;8;8;0;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;0;.c;4;1;1;802;2;.c;2;.c;4;1;2;1;3;3;2;2;.c;4;2;2;2;.c;.c;.c;.c;2;1;17;1;1;7;.c;.c;.c;6;11;2;2;1;5;1;0;2;1;5;2;.c;.c;2;.c;.c;2;.c;.c;1;2;1;.a;1;0;1;0;1;0;0;1;1;0;1;1;1;4;4;2;2;2;2;2;7;3;1;82;8;811;808001;8;800122;1;2018;37;1;3;1;1;1;2;1;2;1;1;1;1;1;1;2;2;1;71;.c;193;3;620;1;2;.c;183;871;1
73508901;11-Sep-18;2;13;3;3;2;1;1;4;4;4;.c;4;4;3;5;2;1;.c;.c;2;2;.c;3;4;4;.c;1;2;.c;2;.c;1;2;2;.c;1;2;2;1;2;2;2;2;2;2;2;2;.c;2;.c;2;5;1;1;1;1;4;1;5;1;1;1;1;1;1;6;5;1;1;7;6;4;1;1;.c;.c;.c;.c;3;7;7;.c;.c;5;1;1;1;1;1;1;1;1;4;2;.c;2;.c;3;3;2;5;1;7;7;1;6;1;7;6;3;.c;.c;.c;1;1;2;1;.c;.c;.c;.c;7;7;1;1;.c;.c;4;2;5;5;3;.c;.c;.c;6;0;0;0;0;0;0;1;0;0;9;10;4;5;1;1;1;1;.a;5;5;1;7;7;0;0;0;0;.c;0;.c;1;0;1;0;0;.c;1;.c;3;1;2;.c;1;.b;2;.c;2;4;2;3;3;2;1;2;.a;.c;.c;.c;.c;2;2;2;.c;2;2;12;5;1;3;.c;.c;.c;.c;.b;1;3;1;6;3;0;4;1;1;1;1;2;2;.c;.c;1;1;5;1;1;1;.a;1;1;1;0;1;0;1;1;1;0;1;1;0;4;11;3;1;1;4;2;7;3;1;22;8;811;808001;8;800122;1;2018;37;1;3;2;1;2;2;2;1;1;2;2;2;2;1;2;1;2;521;.c;272;.c;486;2;.c;2;466;939;0,666666687
73509223;11-Sep-18;9;3;3;3;2;1;1;4;2;3;2;.c;.c;2;8;2;2;.c;1;.c;1;2;8;3;4;11;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;2;.c;2;5;1;5;5;5;7;3;3;3;2;1;1;2;2;2;2;6;5;.c;.c;.c;.c;.c;1;1;5;2;2;.c;.c;5;5;3;4;3;3;3;2;6;2;3;3;3;3;2;.c;3;.c;3;4;1;7;7;7;7;2;4;7;2;3;1;6;.c;.c;.c;5;5;4;7;7;.c;.c;.c;.c;1;7;.c;2;.c;.c;.c;1;1;1;4;0;0;0;1;0;0;0;0;0;8;2;2;2;1;7;3;1;.a;2;5;1;1;9;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;3;.c;1;1;801;1;801;2;.c;3;2;1;2;2;2;3;1;.c;2;1;1;1;.c;.c;.c;1;2;2;5;1;1;6;.c;.c;.c;2;0;1;3;2;2;0;1;2;1;5;2;.c;.c;2;.c;.c;2;.c;.c;.a;.a;.a;5;0;1;1;0;0;0;0;0;1;0;0;1;0;4;4;3;4;3;2;2;4;1;1;64;8;812;811001;11;1100116;1;2018;66;1;2;1;1;1;1;2;2;2;3;1;1;1;2;1;2;1;1279;293;.c;3;191;2;1;.c;1;1183;0,666666687
73509489;11-Sep-18;19;27;3;1;2;2;4;4;4;4;4;.c;.c;.a;5;2;1;.c;.c;1;2;.c;2;2;1;.c;11;1;2;2;.c;2;.c;2;.c;2;.c;2;2;2;2;2;2;1;2;2;2;.c;1;.c;2;4;3;6;4;7;5;1;7;4;5;3;3;4;2;2;3;3;4;4;4;3;1;2;.c;.c;.c;.c;7;.c;.c;3;7;7;1;1;1;3;2;3;2;4;4;2;.c;1;3;4;.c;3;4;3;7;1;1;3;3;4;3;4;.c;.c;.c;4;7;1;1;.c;.c;.c;.c;7;7;4;7;.c;.c;7;1;.c;.c;.c;7;7;7;1;0;0;0;0;0;0;0;1;0;1;1;2;1;10;5;1;4;5;5;5;5;10;7;0;0;0;0;.c;1;0;0;.c;1;0;1;0;0;3;.c;1;2;.c;2;.c;2;.c;3;1;2;3;3;3;1;1;.a;.c;.c;.c;.c;2;2;2;.c;2;2;11;1;1;1;9;2;1;10;10;2;1;1;3;1;1;7;2;1;1;2;5;2;.c;.c;1;1;5;.a;.a;2;.a;1;0;1;0;1;0;0;1;1;0;0;1;1;4;5;4;1;2;1;1;3;2;1;28;8;815;876001;76;7600130;1;2018;233;1;3;1;1;2;2;2;1;2;1;2;2;2;2;1;1;2;176;.c;33;.c;1567;4;.c;1;1;520;1
73509882;11-Sep-18;43;3;3;3;2;1;1;3;4;4;4;.c;.c;4;.b;2;.c;.b;.c;.b;2;.c;1;4;4;.c;6;1;2;1;2;2;.c;2;.c;2;.c;2;2;2;2;2;2;1;2;2;2;.c;2;.c;2;1;1;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;.c;.c;.c;.c;.c;1;1;1;1;1;1;7;.c;.c;1;1;1;1;1;1;1;1;1;3;2;.c;1;.c;3;3;3;5;7;7;7;4;7;7;7;3;3;1;.a;1;.c;.c;.c;.a;.c;.c;.c;.c;7;7;1;1;7;7;.c;1;7;4;7;.c;.c;.c;.a;0;0;0;0;0;0;1;0;0;10;10;1;1;.b;1;1;.b;1;10;1;5;5;5;0;0;0;1;0;0;.c;1;0;1;0;0;.c;0;1;.c;1;2;.c;2;.c;2;.c;4;1;2;.b;3;3;4;2;.a;.c;.c;.c;.c;2;2;1;4;2;2;3;5;1;7;.c;.c;.c;5;5;1;3;6;4;0;7;2;2;2;1;4;5;2;.c;.c;2;.c;.c;1;2;1;.a;1;1;1;0;1;1;0;1;1;1;1;1;1;4;4;3;1;2;1;1;4;3;2;74;8;813;805001;5;500129;1;2018;18;1;3;1;2;2;2;2;2;1;2;1;2;1;1;1;1;2;1650;.c;387;6;702;4;2;.c;199;1075;1
73510030;11-Sep-18;2;27;3;3;2;1;1;2;3;3;3;.c;.c;2;5;2;1;.c;1;.c;1;2;6;3;3;3;.c;2;.c;2;.c;2;.c;2;.c;1;2;2;1;2;2;2;2;2;2;2;2;.c;1;.c;1;7;4;7;5;5;4;6;6;4;6;4;5;6;6;7;7;6;6;.c;.c;.c;.c;.c;7;6;5;5;6;.c;.c;5;7;7;5;4;5;4;6;4;4;6;2;2;.c;2;.c;2;2;2;2;4;7;7;2;2;5;3;6;2;5;6;5;.c;.c;.c;5;.c;.c;.c;.c;6;6;5;4;5;6;.c;5;.c;.c;.c;3;4;3;3;0;0;0;0;0;0;0;0;1;5;6;5;4;5;2;3;2;3;7;7;5;7;5;0;0;0;0;.c;1;0;0;.c;1;0;1;0;0;.c;4;1;1;803;2;.c;2;.c;3;3;2;3;3;3;2;1;.a;.c;2;2;2;.c;.c;.c;.c;2;2;11;5;1;1;5;4;2;.b;7;2;2;2;5;1;3;2;1;1;1;1;2;2;.c;.c;1;1;4;1;1;1;.a;1;0;1;0;1;1;0;1;1;0;1;1;0;4;6;2;1;3;4;2;4;3;1;44;8;811;808001;8;800122;1;2018;37;1;3;1;1;1;1;2;2;2;2;1;2;1;2;2;1;1;866;506;.c;5;1369;6;1;.c;1;1038;0,800000012
73511120;11-Sep-18;19;57;3;3;2;1;1;3;4;4;4;.c;.c;4;3;2;.c;2;1;.c;1;1;5;4;1;3;.c;1;2;2;.c;1;2;2;.c;1;2;2;2;2;2;2;2;1;2;2;2;.c;2;.c;2;3;2;3;2;2;2;5;7;2;7;1;2;2;2;2;7;2;2;7;2;5;1;5;.c;.c;.c;.c;1;.c;.c;1;7;1;1;2;1;1;1;1;1;1;4;2;3;1;.c;3;.c;3;3;7;3;7;7;4;3;1;1;3;3;4;2;.c;.c;.c;4;2;1;1;1;.c;.c;.c;.c;1;7;.c;1;7;7;7;.c;.c;.c;1;0;0;0;0;0;0;1;0;0;1;1;1;5;1;1;1;1;.a;5;3;1;3;1;1;0;0;0;.c;1;0;1;0;1;0;0;.c;0;3;.c;1;2;.c;2;.c;2;.c;4;4;1;3;1;2;1;1;.c;1;1;2;1;.c;.c;.c;1;2;2;5;1;1;6;.c;.c;.c;1;0;1;3;1;4;0;0;1;2;5;2;.c;.c;2;.c;.c;2;.c;.c;.a;.a;1;.a;0;0;1;0;0;0;0;0;0;0;0;1;0;4;2;3;2;3;4;2;2;2;1;50;8;815;876001;76;7600130;1;2018;233;1;3;1;2;1;1;2;1;2;3;1;1;1;1;1;2;1;746;362;.c;.c;961;1;2;.c;93;696;1
73511917;11-Sep-18;45;70;2;2;2;2;1;3;3;4;.c;4;4;2;5;2;.c;2;2;.c;2;.c;8;2;2;.c;9;1;2;1;2;2;.c;2;.c;2;.c;2;2;2;2;2;2;1;2;2;2;.c;1;.c;1;4;4;4;3;3;4;4;3;3;3;2;2;2;4;5;2;4;5;3;5;3;2;3;.c;.c;.c;.c;6;5;6;.c;.c;6;4;2;2;3;1;2;4;3;4;2;.c;2;2;4;.c;2;3;5;5;3;3;2;6;3;5;3;4;4;4;.c;.c;.c;2;.c;.c;.c;.c;5;5;5;5;.c;.c;5;5;6;2;1;.c;.c;.c;3;0;0;0;0;0;0;1;0;0;6;6;6;6;9;10;5;10;10;10;10;10;10;10;0;0;0;0;.c;0;.c;1;0;1;0;0;.c;0;.c;4;1;1;803;2;.c;2;.c;3;1;2;4;3;3;3;1;.a;.c;2;2;2;.c;.c;.c;.c;2;2;16;1;1;3;.c;.c;.c;.c;14;2;2;1;5;3;0;7;1;1;1;1;1;1;2;2;1;1;3;1;1;1;10;1;1;1;0;1;1;0;1;1;1;1;1;1;4;4;3;1;1;1;2;3;3;2;25;8;813;805001;5;500128;1;2018;23;1;3;2;2;1;2;2;1;1;1;1;2;2;1;2;1;1;389;.c;555;.c;1075;3;1;.c;440;588;1
73512290;11-Sep-18;9;70;2;2;2;1;4;2;2;4;1;.c;.c;1;5;1;.c;2;2;.c;2;.c;6;3;1;3;.c;2;.c;2;.c;1;2;2;.c;2;.c;2;2;2;2;2;2;1;2;2;2;.c;1;1;.c;3;5;6;4;6;7;7;6;4;5;3;4;6;6;5;6;5;6;5;6;5;1;4;.c;.c;.c;.c;6;6;6;.c;.c;5;5;3;4;2;5;2;3;3;2;2;3;2;.c;3;.c;2;2;5;5;6;3;4;5;4;5;2;.c;.c;.c;5;5;4;4;4;3;3;4;.c;.c;.c;.c;.c;.c;6;4;5;5;4;.c;.c;.c;3;0;0;0;0;0;0;1;0;0;7;4;4;5;5;6;5;4;3;6;5;8;7;7;0;0;0;1;0;1;0;0;.c;0;.c;0;.c;0;1;.c;1;1;801;1;801;1;805;1;3;2;1;1;2;1;2;.c;3;.c;.c;.c;2;2;2;.c;2;2;9;1;1;1;7;2;1;10;10;2;1;5;1;0;3;2;2;2;1;1;5;1;1;5;1;1;4;1;.a;1;40;1;1;1;0;1;0;0;1;1;0;0;1;1;4;4;2;2;1;1;2;3;2;1;62;8;812;811001;11;1100116;1;2018;68;1;2;1;2;1;1;1;1;1;3;2;1;2;1;1;2;2;1648;699;.c;.c;765;4;.c;2;702;685;0,666666687
73512962;11-Sep-18;9;13;3;3;2;2;4;2;4;4;4;.c;.c;3;1;2;.c;2;2;.c;2;.c;6;4;4;1;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;.a;1;1;3;1;1;1;1;1;1;1;1;1;1;2;1;6;1;2;.c;.c;.c;.c;.c;1;2;3;1;3;.c;.c;3;4;5;1;1;1;7;1;1;7;7;4;3;.c;2;2;1;.c;3;3;1;6;6;1;6;6;1;6;3;5;3;4;.c;.c;.c;4;1;3;1;1;.c;.c;.c;.c;3;7;.c;7;7;1;1;.c;.c;.c;3;1;0;0;0;1;0;0;0;0;1;5;5;5;10;10;1;10;10;10;10;5;8;8;0;0;0;0;.c;0;.c;0;.c;0;.c;1;0;0;4;.c;1;1;802;1;802;1;821;2;3;2;3;3;3;3;1;.c;.a;2;2;2;.c;.c;.c;.c;2;2;15;1;1;3;.c;.c;.c;.c;15;1;2;1;6;1;0;1;1;1;1;1;1;1;1;1;1;1;1;.a;1;1;.a;1;1;1;0;1;1;1;1;1;1;1;1;1;4;1;2;2;1;1;2;4;2;2;32;8;812;811001;11;1100116;1;2018;68;1;2;1;2;1;1;2;2;2;1;1;1;1;1;1;2;1;1471;759;.c;3;1601;4;2;.c;1;921;0,800000012
73516645;11-Sep-18;9;13;2;2;2;1;1;3;1;4;3;.c;.c;1;1;2;.c;2;2;.c;2;.c;6;3;4;.c;1;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;2;3;1;7;1;2;1;3;5;3;1;1;1;4;2;1;3;1;2;4;3;4;1;1;.c;.c;.c;.c;2;.c;.c;3;4;2;1;1;1;1;1;1;1;1;3;2;.c;4;3;4;.c;2;2;1;3;5;1;5;7;7;6;3;4;4;4;.c;.c;.c;4;.c;.c;.c;.c;7;7;6;6;6;6;.c;4;7;5;1;.c;.c;.c;4;0;0;0;0;0;0;1;0;0;5;10;1;1;6;1;1;5;10;9;10;5;5;5;0;1;0;1;0;0;.c;1;0;1;0;1;0;0;.c;5;1;1;.b;1;.b;2;.c;3;4;1;2;3;3;1;2;.a;.c;.c;.c;.c;2;2;2;.c;1;1;7;1;2;2;9;5;2;1;8;2;1;6;7;2;2;1;1;2;1;2;5;2;.c;.c;1;1;5;1;2;1;.a;1;1;1;0;0;0;0;1;1;0;1;1;0;4;3;3;2;1;1;2;3;1;2;68;8;812;811001;11;1100116;1;2018;66;1;2;1;2;1;2;2;1;2;1;1;2;1;1;2;1;2;1420;.c;836;.c;1373;4;1;.c;419;697;0,800000012
73522019;11-Sep-18;45;21;2;2;2;2;4;4;4;3;3;.c;.c;2;6;2;2;.c;.c;2;1;2;6;2;4;.c;9;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;1;2;4;3;4;2;2;3;3;2;4;1;3;3;5;5;2;1;4;1;3;6;1;3;.c;.c;.c;.c;6;.c;.c;7;6;5;4;1;1;5;2;2;4;4;3;3;.c;3;3;4;.c;2;3;3;6;4;2;1;5;1;5;4;.c;.c;.c;5;5;3;3;.c;.c;.c;.c;6;6;4;5;.c;.c;5;7;4;2;1;.c;.c;.c;3;0;0;0;0;0;0;1;0;0;3;5;9;3;10;10;3;10;10;10;10;7;5;7;0;0;1;1;0;1;0;1;0;1;0;0;.c;0;1;.c;1;1;803;1;802;2;.c;1;3;2;4;3;3;4;1;3;.c;.c;.c;.c;2;2;1;3;2;2;14;11;4;1;8;4;1;12;14;2;2;3;4;0;0;1;1;1;1;2;2;1;3;3;1;2;4;1;1;1;.b;1;0;1;0;1;1;1;1;1;1;1;1;1;4;4;3;2;2;2;2;3;3;1;29;8;813;805001;5;500128;1;2018;23;1;3;1;1;2;2;2;1;2;1;2;2;2;1;1;1;2;1118;.c;652;.c;1583;4;.c;1;6;551;1,333333373
73522703;11-Sep-18;45;22;3;1;2;2;1;4;4;4;.c;4;4;1;8;2;.c;2;1;.c;2;.c;6;2;3;.c;9;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;1;5;3;6;3;6;6;2;6;2;5;2;3;6;2;5;2;3;3;.c;.c;.c;.c;.c;3;4;6;5;2;.c;.c;4;3;5;2;7;1;1;1;6;1;1;2;3;.c;3;2;3;.c;1;2;4;5;6;4;3;7;3;5;2;.c;.c;.c;5;4;3;5;.c;.c;.c;.c;6;6;5;1;.c;.c;5;2;6;2;6;.c;.c;.c;1;0;0;0;1;0;0;0;0;0;5;8;5;2;9;5;2;5;2;2;2;5;5;8;0;0;0;1;0;0;.c;0;.c;1;0;0;.c;0;1;.c;1;1;801;1;801;1;829;3;2;2;2;1;2;2;2;.c;1;.c;.c;.c;2;2;2;.c;2;2;14;1;1;7;.c;.c;.c;8;11;2;1;2;3;1;2;2;1;1;2;.c;.c;2;.c;.c;2;.c;.c;1;1;1;8;1;1;1;1;1;1;0;1;1;1;1;1;1;4;4;2;1;2;4;1;3;3;1;66;8;813;805001;5;500128;1;2018;23;1;3;2;2;1;2;2;2;2;1;2;2;2;1;1;2;2;1174;.c;586;2;138;5;.c;2;1;962;1
73522774;11-Sep-18;43;864;2;2;2;2;2;4;4;4;.c;4;4;3;8;2;.c;2;2;.c;2;.c;6;3;4;.c;3;2;.c;2;.c;1;2;2;.c;2;.c;1;2;2;2;2;2;2;2;2;1;2;2;.c;2;5;4;5;4;4;6;2;6;4;4;1;4;6;4;5;4;4;4;.c;.c;.c;.c;.c;4;5;2;2;2;.c;.c;6;4;1;1;6;1;1;1;1;1;1;2;2;2;3;.c;4;.c;2;3;4;4;6;5;1;5;5;5;3;2;3;2;.c;.c;.c;6;6;1;1;1;.c;.c;.c;.c;.c;.c;4;4;.c;.c;.c;4;2;1;3;1;0;0;0;0;0;1;0;0;7;9;7;5;7;5;1;10;1;8;10;3;4;8;1;0;0;0;.c;0;.c;0;.c;0;.c;0;.c;0;.c;3;1;1;801;1;801;1;829;2;2;2;4;3;3;3;2;.a;.c;2;2;1;.c;.c;.c;3;2;2;11;1;2;4;.c;.c;.c;.c;13;2;2;1;5;0;0;1;1;1;1;1;1;1;1;1;2;.c;.c;1;1;1;.a;1;1;1;0;1;0;1;1;1;1;1;1;1;4;4;2;1;2;2;2;4;3;1;28;8;813;805001;5;500129;1;2018;18;1;3;2;2;1;2;2;2;2;3;1;1;2;2;2;1;1;177;.c;617;3;297;3;1;.c;757;858;1
73523716;11-Sep-18;9;3;3;2;2;1;1;4;3;4;3;.c;.c;1;10;2;.c;1;.c;1;2;.c;2;2;4;5;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;1;.c;4;1;1;3;5;5;1;3;2;1;2;1;1;1;4;3;3;2;.c;.c;.c;.c;.c;1;2;5;4;7;.c;.c;1;7;7;3;1;4;1;1;1;1;1;3;2;.c;3;3;2;.c;3;6;3;7;7;1;1;1;1;5;3;4;1;3;.c;.c;.c;1;6;2;5;1;.c;.c;.c;.c;.c;.c;6;5;.c;.c;.c;1;7;6;4;0;0;0;0;0;0;1;0;0;1;10;5;2;7;9;10;10;1;8;5;10;10;10;0;0;0;0;.c;0;.c;0;.c;1;0;0;.c;0;.c;4;1;1;803;1;802;1;804;2;4;1;3;3;2;4;.b;.c;2;1;1;1;.c;.c;.c;3;1;2;11;1;1;3;.c;.c;.c;.c;2;1;3;3;3;1;1;1;1;1;1;2;2;2;.c;.c;1;1;5;1;2;1;.a;0;0;1;0;0;1;0;1;1;0;0;1;0;4;3;3;1;1;1;2;3;1;2;22;8;812;811001;11;1100116;1;2018;66;1;2;1;2;2;1;1;2;2;1;1;1;2;2;2;2;1;1565;241;.c;6;1193;1;1;.c;465;1222;0,800000012
73523931;11-Sep-18;43;1;3;3;2;2;1;2;4;4;.c;4;4;4;5;2;.c;2;.a;.c;2;.c;3;3;1;3;.c;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;2;6;1;6;2;4;5;5;1;1;1;1;1;5;4;3;6;5;1;4;4;5;1;1;.c;.c;.c;.c;2;4;1;.c;.c;4;3;2;1;3;4;5;.a;.a;3;2;3;2;.c;3;.c;4;4;3;3;7;7;2;5;4;4;3;4;4;1;.c;.c;.c;5;4;1;7;4;.c;.c;.c;.c;.c;.c;5;1;7;1;1;.c;.c;.c;1;0;0;0;0;1;0;0;0;0;1;1;1;2;4;1;1;1;1;4;1;1;5;10;0;0;0;0;.c;0;.c;1;0;1;0;0;.c;0;1;.c;1;2;.c;1;801;2;.c;4;2;2;3;3;2;1;1;.c;.a;2;2;2;.c;.c;.c;.c;2;2;12;4;1;3;.c;.c;.c;.c;6;2;2;3;3;1;1;1;1;1;1;1;5;2;.c;.c;1;1;5;1;.a;1;.a;1;0;1;0;0;0;1;1;1;1;1;1;1;4;2;3;1;1;2;1;4;3;2;20;8;813;805001;5;500129;1;2018;18;1;3;2;2;1;1;2;1;1;3;1;1;2;1;1;2;1;1282;155;.c;.c;446;5;1;.c;1;1207;1
73524012;11-Sep-18;9;864;3;2;2;2;4;2;4;4;.c;4;4;4;8;2;.c;.a;.a;.c;2;.c;.a;4;4;.c;.a;2;.c;2;.c;2;.c;2;.c;2;.c;.c;.c;.c;.c;.c;.c;.c;.c;.c;2;.c;1;.c;2;7;1;7;3;2;5;2;2;1;1;1;1;1;1;2;7;1;4;1;6;2;3;1;.c;.c;.c;.c;7;.c;.c;5;2;7;.a;.a;.a;.a;.a;.a;.a;.a;2;2;.c;.a;.c;2;3;2;5;3;.a;7;3;2;6;7;7;3;.c;.c;.c;4;2;.a;.a;.a;2;.a;7;.c;.c;.c;.c;.c;.c;7;1;.c;.c;.c;3;7;7;.a;0;0;0;0;1;0;0;0;0;.a;3;.a;.a;8;10;.a;9;.a;9;8;1;3;8;0;0;0;0;.c;0;.c;0;.c;0;.c;1;0;0;4;.c;1;.a;.c;2;.c;2;.c;4;1;2;.a;3;3;2;2;.c;.a;2;2;2;.c;.c;.c;.c;2;2;11;2;1;5;.c;.c;.c;.c;2;.a;3;3;4;1;1;2;1;2;1;2;5;2;.c;.c;1;2;5;1;.a;.a;.a;1;0;1;0;0;1;0;1;1;0;0;1;0;4;4;4;1;1;3;2;4;1;2;25;8;812;811001;11;1100116;1;2018;66;1;2;2;2;1;2;2;1;2;2;2;1;2;2;1;2;1;1556;.c;549;.c;1267;5;.c;1;1;1159;0,800000012
